comment video_id video_name playlist_name comment_id annotator_openaichat_v0_setup annotator_openaichat_v8_confusion annotator_openaichat_v74_pedagogy
"That moment you need to learn math to play ff14..." Ts3o2I8_Mxc "30. Linear Transformations and Their Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 9908.0 0.0 0.0 0.0
"4:03 ""then you will either enjoy yourself"" did I hear what I thought I hear? /facepalm" bHdzkFrgRcA "Lec 3: Matrices; inverse matrices | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 1312.0 0.0 0.0 0.0
"wow hes old now...." xsP-S7yKaRA "5. Positive Definite and Semidefinite Matrices" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 15414.0 0.0 0.0 0.0
"I love this prof. Thank you" J7DzL2_Na80 "1. The Geometry of Linear Equations" "MIT 18.06 Linear Algebra, Spring 2005" 5832.0 0.0 0.0 0.0
"I like more the A(i,j)*-1^(i+j)*C(i,j) form" 23LLB9mNJvc "19. Determinant Formulas and Cofactors" "MIT 18.06 Linear Algebra, Spring 2005" 5678.0 0.0 0.0 0.0
"no white boards there?" 9_xG0AGRa-w "Lecture 2: Cantor's Theory of Cardinality (Size)" "MIT 18.100A Real Analysis, Fall 2020" 14074.0 1.0 0.0 0.0
"Mathematics has to be the most boring subject, idk why im watchin this but MrdeathMental's comment is fuckin hilarious" 7K1sB05pE0A "Lec 1 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 7615.0 0.0 0.0 0.0
"Is it just me or is the quality of the video progressively getting worse?" MsIvs_6vC38 "4. Factorization into A = LU" "MIT 18.06 Linear Algebra, Spring 2005" 6781.0 0.0 0.0 0.0
"Finally i know what determinants is . i want to cry" srxexLishgY "18. Properties of Determinants" "MIT 18.06 Linear Algebra, Spring 2005" 3773.0 0.0 0.0 0.0
"I thought that the projection of the points onto the line (""error"") was meant to be perpendicular to the line, and not a projection in the y-axis." osh80YCg_GM "16. Projection Matrices and Least Squares" "MIT 18.06 Linear Algebra, Spring 2005" 6097.0 0.0 1.0 0.0
"There are no students sitting there, but the lecture is still so good." nHlE7EgJFds "10. The Four Fundamental Subspaces" "MIT 18.06 Linear Algebra, Spring 2005" 10350.0 1.0 0.0 0.0
"Holy shit! The legendary Michael Sipser is teaching it in video!!!!" 9syvZr-9xwk "1. Introduction, Finite Automata, Regular Expressions" "MIT 18.404J Theory of Computation, Fall 2020" 4779.0 0.0 0.0 0.0
"How do i integrate , (Cos√x)/Sinx" 7K1sB05pE0A "Lec 1 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 4847.0 0.0 1.0 0.0
"22:00

25:20" k095NdrHxY4 "4. Eigenvalues and Eigenvectors" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 692.0 0.0 0.0 0.0
"This discussion has an application for the quantum sciences.  The quantum Hall spin-polarized effect has subatomic particles translations through crystalline structures in arbitrary space.  This has an epic important for finding new medical, electronics, energy, and other devices that will change our world." cdZnhQjJu4I "21. Eigenvalues and Eigenvectors" "MIT 18.06 Linear Algebra, Spring 2005" 10498.0 0.0 0.0 0.0
"Somehow I have the feeling Professor is making it very difficult in this lecture and assume students to have already done some deep courses on Linear Aljebra!" nHlE7EgJFds "10. The Four Fundamental Subspaces" "MIT 18.06 Linear Algebra, Spring 2005" 8831.0 0.0 0.0 0.0
"so substitute infinity  minus one and chart the resultant here and now on the time line relax allow the unknown as infinite as well same graph pulse the fibronchi generator chart for rms the rms positive on sine only so return to chart and now condense the univariable into quantum  zero" QVKj3LADCnA "2. Elimination with Matrices." "MIT 18.06 Linear Algebra, Spring 2005" 14343.0 0.0 0.0 0.0
"IT FINALLY MAKES SENSE my god i feel like crying what an incredible teacher" VqP2tREMvt0 "7. Solving Ax = 0: Pivot Variables, Special Solutions" "MIT 18.06 Linear Algebra, Spring 2005" 6451.0 0.0 0.0 0.0
"I'm not fighting anything. The comment you replied to here itself refers to a comment that a) was removed b) a syntactical failure c) needlessly abrasive and d) factually incorrect." jBkXbAgMj6s "Lec 24 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 6354.0 0.0 0.0 0.0
"The comments are edu canned laughter,not as smart as they need!!" phk05iSMezA "Lec 27: Vector fields in 3D; surface integrals & flux | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 10053.0 0.0 0.0 0.0
"Thank You Sir" j9WZyLZCBzs "1. Probability Models and Axioms" "6.041 Probabilistic Systems Analysis and Applied Probability" 9054.0 0.0 0.0 0.0
"I think that's because he's calculating how many blocks you need to have hanging over the edge of the first one. That would let him not count it in the calculation." wOHrNt9ScYs "Lec 38 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 6046.0 0.0 0.0 0.0
"today i completed the course!!
my last 34 days were like i was in heaven!!! 
i had tears in my eyes at the last moment. i want to study all my life.
thank you for inspiring me.
I'll work hard . you have ignited me thank you for providing acceleration to my life.
can't describe the feeling in the words." RWvi4Vx4CDc "34. Final Course Review" "MIT 18.06 Linear Algebra, Spring 2005" 14952.0 0.0 0.0 0.0
"why is d/dx ln(x)=x'/x?" eHJuAByQf5A "Lec 7: Exam 1 review | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 15328.0 0.0 1.0 0.0
"Watching this after learning my times 6 times table 😂" RDO6Py97IDg "1. A bridge between graph theory and additive combinatorics" "MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019" 11297.0 0.0 0.0 0.0
"Conclusion: Four fundamental subspaces of A(m*n), including 1. The column space means spanning the column vectors, which is in R to m, notation as C(A)
2. The nullspace of A means the free variables corresponding vector span the null space, which is in R to n, notation as N(A)
3. The row space means spanning the row vectors, which is in R to n, notation as C(A') equal to n-r
4. The left nullspace of A means the A' free variables corresponding vector span the null space, which is in R to m, notation as N(A') equal to m-r.
other conclusions: The sum of dim(C(A')) and N(A) is equal to n, the sum of dim(C(A)) and N(A') is equal to m." nHlE7EgJFds "10. The Four Fundamental Subspaces" "MIT 18.06 Linear Algebra, Spring 2005" 3196.0 0.0 0.0 0.0
"Should i already have experience with proof writing?" LY7YmuDbuW0 "Lecture 1: Sets, Set Operations and Mathematical Induction" "MIT 18.100A Real Analysis, Fall 2020" 8642.0 0.0 0.0 0.0
"Why everyone clapped at 43:25?" 0D4BbCa4gHo "Lec 6: Velocity, acceleration; Kepler's second law | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 11859.0 0.0 0.0 0.0
"Why I-P at 8:22?" osh80YCg_GM "16. Projection Matrices and Least Squares" "MIT 18.06 Linear Algebra, Spring 2005" 11767.0 0.0 1.0 0.0
"Why do we have e = b - p and not, e = sqrt(b^2 - p^2) ?" Y_Ac6KiQ1t0 "15. Projections onto Subspaces" "MIT 18.06 Linear Algebra, Spring 2005" 11829.0 0.0 1.0 0.0
"I've been watching all the lectures till know and I intend to watch the rest,

thanks to the professor and to the sponsor for making such wonderful world-class education available to anyone." 0D4BbCa4gHo "Lec 6: Velocity, acceleration; Kepler's second law | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 6409.0 0.0 0.0 0.0
"I'm in the UK and i've taken this not even in my final year of high school, but bear in mind, this class is for people NOT taking maths, it's for other majors who have to take it. Also i really doubt you covered it at the pace of these lectures (the whole of elementary single variable calculus in a term).

Great video" 4Q37iOyBq44 "Lec 14 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 6333.0 0.0 0.0 0.0
"Just finished Single Variable Calculus course. 
Thanks to MIT for this opportunity. Prof. David Jerison is the best math teacher I ever had.
Kazakhstan, 2022" --lPz7VFnKI "Lec 39 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 7165.0 0.0 0.0 0.0
"@hmpcon you have kassabov?" WfEQabCGAqI "Lec 28: Divergence theorem | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 1869.0 0.0 0.0 0.0
"His sniffling is making me sniffle" 1jDBM9UM9xk "21. Bayesian Statistical Inference I" "6.041 Probabilistic Systems Analysis and Applied Probability" 4764.0 0.0 0.0 0.0
"(In such texts, students also are told that that they MUST NOT say that a matrix A is equal to a matrix B when B does not have exactly the same number of columns as A.)  The use of the notation ""R^3"" for the space of real (3x1) matrices (aka (3x1) column vectors) requires one to accept a conflation of three DIFFERENT KINDS of real vectors with three entries, 3-tuples of real numbers, row vectors with exactly three real entries, and column vectors with exactly three real entries.  (2 B continued)" 8o5Cmfpeo6g "6. Column Space and Nullspace" "MIT 18.06 Linear Algebra, Spring 2005" 222.0 0.0 1.0 0.0
"After so many years of using linear algebra, until today I finally understand the meaning of matrix multiplication.  matrix*vector is linear combination of the columns of the matrix, and vector*matrix is linear combination of the row of the matrix. Then from this standpoint, the meaning of permutation matrix becomes so obvious. Thank you Prof. Strang." QVKj3LADCnA "2. Elimination with Matrices." "MIT 18.06 Linear Algebra, Spring 2005" 2255.0 0.0 0.0 0.0
"At first i thought his book was meant to be cryptic, now it makes sense..." J7DzL2_Na80 "1. The Geometry of Linear Equations" "MIT 18.06 Linear Algebra, Spring 2005" 2711.0 0.0 0.0 0.0
"ignorance is bliss. at least for me it is." PxCxlsl_YwY "Lec 1: Dot product | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 13557.0 0.0 0.0 0.0
"Ideally, do you learn multivariable calculus first or linear algebra? A lot of stuff here seems to be based on 18.06." bHdzkFrgRcA "Lec 3: Matrices; inverse matrices | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 6456.0 0.0 1.0 0.0
"i am currently engineering first year . after i get a job i will definetely donate to mit ocw" phk05iSMezA "Lec 27: Vector fields in 3D; surface integrals & flux | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 13328.0 0.0 0.0 0.0
"No matter how artificial and ""strange"" matrices look, they are always derived from very simple reasonings.
In fact, you can quite easily derive the technicalities behind the determinant matrix operations, cofactor expansions etc simply by playing around with row reductions etc and experiment a bit.
I managed to derive the cross product even before I read the definition behind it, because I love figuring things out like that.

One major advantage in knowing the theory behind these things is that you don't need to ""look it up"", because since you know how it works you can simply derive it on the spot." 9FLItlbBUPY "Lec 2: Determinants; cross product | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 7876.0 0.0 0.0 1.0
"Where can we find the notes professor Strang mentions in the videos? ( 45:17 )" rYz83XPxiZo "6. Singular Value Decomposition (SVD)" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 11668.0 0.0 0.0 0.0
"Stanford also posts its lectures on YouTube" kCPVBl953eY "Lec 3 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 8876.0 0.0 0.0 0.0
"Thank God for the student at 38:58. I thought I was losing my mind for a minute there." FX4C-JpTFgY "3. Multiplication and Inverse Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 9042.0 0.0 0.0 0.0
"for a good start into calculus, this might help you..... just take a look here : Big Picture of Calculus [Gilbert Strang]
watch?v=UcWsDwg1XwM&list=SPBE9407EA64E2C318" 7K1sB05pE0A "Lec 1 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 12878.0 0.0 0.0 0.0
"wtf is going on with the cc at 3:08?" l88D4r74gtM "13. Quiz 1 Review" "MIT 18.06 Linear Algebra, Spring 2005" 15444.0 0.0 0.0 0.0
"Honourable MIT, COULD YOU PLEASE ALSO TELL US THE TIME FOR EXAM 1(LEC 8)?

THANKS" eHJuAByQf5A "Lec 7: Exam 1 review | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 4784.0 0.0 0.0 0.0
"@santiagogcastro 

Computers are one of the main reasons people don't understand how to do arithmatic." eHJuAByQf5A "Lec 7: Exam 1 review | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 2000.0 0.0 0.0 0.0
"Possibly, but not necessarily. It could be positive, zero, and then back to positive like in y=x^3." UYe98CcxPbs "Lec 9: Max-min problems; least squares | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 8232.0 0.0 1.0 0.0
"Hey in defining slope why we should take delta x tends to zero because for the point Q to be P it is both delta x and y both should be zero right??" 7K1sB05pE0A "Lec 1 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 4693.0 0.0 1.0 0.0
"How can he compare sum of areas to volume? Its better if we use n*(n+1)*(2n+1)/6 to represent the sum of n^2 terms and compare it with other two terms." hjZhPczMkL4 "Lec 18 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 4812.0 0.0 1.0 0.0
"""Keep the matrices in their Gauss-given order""" QVKj3LADCnA "2. Elimination with Matrices." "MIT 18.06 Linear Algebra, Spring 2005" 75.0 0.0 0.0 0.0
"Gilbert strang rocks" 7UJ4CFRGd-U "An Interview with Gilbert Strang on Teaching Linear Algebra" "MIT 18.06 Linear Algebra, Spring 2005" 4041.0 0.0 0.0 0.0
"which is why you were reviewing your calculas just a year ago." 44R5HgbrUmc "Lec 25: Triple integrals in rectangular & cylindrical | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 15252.0 0.0 0.0 0.0
"i highly recommend this video for those who have an idea of calculus" twzGBqPeW0M "Lec 11 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 13402.0 0.0 0.0 0.0
"at 26:13  I dont get how he can switch column 2 and column 3 to get the identity matrix in the first block of [ I F] ? You cant chage the order of pivot columns just like that ? PLEASE answer this for me someone! 1love" VqP2tREMvt0 "7. Solving Ax = 0: Pivot Variables, Special Solutions" "MIT 18.06 Linear Algebra, Spring 2005" 12429.0 0.0 1.0 0.0
"Salute and pranam to this great legend...I hope he lives till eternity" FX4C-JpTFgY "3. Multiplication and Inverse Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 8596.0 0.0 0.0 0.0
"Aw come on, the sound is bad!!" C_W1adH-NVE "2. Introduction to Statistics (cont.)" "MIT 18.650 Statistics for Applications, Fall 2016" 2749.0 1.0 0.0 0.0
"Greeks. Russians. No difference.

Just like with Nuclear Physics and Music Theory!" 3MOahpLxj6A "5. Discrete Random Variables I" "6.041 Probabilistic Systems Analysis and Applied Probability" 4381.0 0.0 0.0 0.0
"τσιτσικλη αλανι αναψε ντουμανι" gMTiAeE0NCw "13. Bernoulli Process" "6.041 Probabilistic Systems Analysis and Applied Probability" 15551.0 0.0 0.0 0.0
"gilbert strang sir is the best mathematics teacher in the world" FX4C-JpTFgY "3. Multiplication and Inverse Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 12920.0 0.0 0.0 0.0
"@xkeikoxsanxdesu if you can't google and find the site of MIT they probably won't accept you there :P" PxCxlsl_YwY "Lec 1: Dot product | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 2067.0 0.0 0.0 0.0
"Steve Jobs should've watched (23:25). At the dawn of new phone era, it is destined to use iPhone." HIMxdWDLEK8 "18. Markov Chains III" "6.041 Probabilistic Systems Analysis and Applied Probability" 8897.0 0.0 0.0 0.0
"Kkkkk professor n dormiu mt bem na noite anterior" HgEqXhsIq_g "Lec 29 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 7218.0 0.0 0.0 0.0
"F R E N C H B O I" 44R5HgbrUmc "Lec 25: Triple integrals in rectangular & cylindrical | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 3715.0 0.0 0.0 0.0
"@redrum41987 sorry but that's what most ppl can do :)" QVKj3LADCnA "2. Elimination with Matrices." "MIT 18.06 Linear Algebra, Spring 2005" 1987.0 0.0 0.0 0.0
"6 more lectures to go, let's finish strong. 

for those interested in following the course or learning the material more deeply, I've personally just been doing problems from the book rather than the OCW page (most of the problem sets are from the book anyway, not sure about the exams). I recommend looking through the problems because I find that they show different ways of applying the concepts and help develop problem-solving intuition. If you're like me and coming from a very non-mathematical background, I think putting in a lot of time (10+ h/week) to learn the material well is a very worthwhile endeavour, if you can afford it." 3eiio3Tw7UQ "19. Weak Law of Large Numbers" "6.041 Probabilistic Systems Analysis and Applied Probability" 1370.0 0.0 0.0 1.0
"In case you are wondering: the third root of 64.1 is about 4.0020822." -MI0b4h3rS0 "Lec 15 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 6630.0 0.0 1.0 0.0
"Brilliant, brilliant lecturer." QVKj3LADCnA "2. Elimination with Matrices." "MIT 18.06 Linear Algebra, Spring 2005" 2944.0 0.0 0.0 0.0
"Before I went to grad school in the summer of 2015 I watched Dr. Strang's entire 18.06 course to make sure I was prepared. Now, five years later, PhD in hand, I still learn something every time I watch him speak." or6C4yBk_SY "Lecture 2: Multiplying and Factoring Matrices" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 2835.0 0.0 0.0 0.0
"@boblelan or Quebec or Ontario.." PxCxlsl_YwY "Lec 1: Dot product | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 1803.0 0.0 0.0 0.0
"After thirty years of 3D computing high education is still done manually all over the world. Ironically, universities are the most opposed to change. It's embarrassing." J7DzL2_Na80 "1. The Geometry of Linear Equations" "MIT 18.06 Linear Algebra, Spring 2005" 2258.0 0.0 0.0 0.0
"Best question at 26:30." 15HVevXRsBA "Lec 13: Lagrange multipliers | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 2875.0 0.0 1.0 0.0
Opurem 9v25gg2qJYE "Lec 6 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 8132.0 0.0 0.0 0.0
"I enjoyed this lecture on Similar Matrices and Jordan Form as part of linear algebra. Once again DR. Strang  showed the application of both topics with examples." TSdXJw83kyA "28. Similar Matrices and Jordan Form" "MIT 18.06 Linear Algebra, Spring 2005" 5383.0 0.0 0.0 1.0
"for 2 by 2 systems the normal method at school is fine but it's too long and it's much quicker to write it in a matrix and the pivots and words like that are just terms to describe what he is doing" QVKj3LADCnA "2. Elimination with Matrices." "MIT 18.06 Linear Algebra, Spring 2005" 12876.0 0.0 0.0 1.0
"모든 MIT 강의가 이럴 것이라고 생각하지는 않지만 연세가 80 가량인 노교수가 자신의 머리 속 생각을 투명하게 펼쳐보이며 수백 번은 이미 강의하셨을 내용을 생생하고도 열정적으로 학생들에게 마치 처음 설명하시는 것처럼 전달하시는 것을 보며 충격을 받습니다. 과잉 일반화하는 것일 수 있고 혹자에게는 편협하고도 부당한 평가로 폄하될 수 있을 말이지만 용기내 볼멘 소리를 하자면 한국 대학은 과연 대학이라는 정의에 포섭이라도 되고 있는 것일까 회의를 하게 된다는 것입니다. 60만 넘어도 무슨 대가라도 되서 강의조차 초탈하게 대해버리며 정부나 삼성만을 바라는, 학생들에게 많은 고통을 주는 많은 이 땅의 학자연하는 자들에게 이 강의를 보여주고 싶습니다." TX_vooSnhm8 "29. Singular Value Decomposition" "MIT 18.06 Linear Algebra, Spring 2005" 15676.0 0.0 0.0 0.0
"Funnily enough, my linear algebra courses drilled the column picture into my head so hard that I completely forgot about the row picture. I kept wondering how we did all this fancy geometry with planes in school when solutions obviously represent vectors that get mapped to a certain vector, and matrices represent transformations of space. I hope the row picture comes up sometimes so I can redevelop that intuition." J7DzL2_Na80 "1. The Geometry of Linear Equations" "MIT 18.06 Linear Algebra, Spring 2005" 3956.0 0.0 0.0 1.0
"I just love math. ^-^" kCPVBl953eY "Lec 3 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 5610.0 0.0 0.0 0.0
"4:49
CFG : 1:00:00" KAySmSEGc9U "3. Regular Pumping Lemma, Conversion of FA to Regular Expressions" "MIT 18.404J Theory of Computation, Fall 2020" 1326.0 0.0 0.0 0.0
"11:25 19:03 21:03 24:42 36:00 40:34 44:44 48:58" j9WZyLZCBzs "1. Probability Models and Axioms" "6.041 Probabilistic Systems Analysis and Applied Probability" 373.0 0.0 0.0 0.0
"the quality is so low" C_W1adH-NVE "2. Introduction to Statistics (cont.)" "MIT 18.650 Statistics for Applications, Fall 2016" 14736.0 0.0 0.0 0.0
"i recommend first than 3Blue1Brown and this classes try to take a zoom into C.Lay book... that visión can understand much better this video" J7DzL2_Na80 "1. The Geometry of Linear Equations" "MIT 18.06 Linear Algebra, Spring 2005" 13453.0 0.0 0.0 0.0
"Could someone give me a clue why use A(T)AX(hat)=A(T)b to solve [C,D] at 21:05 ? To my understanding, AX(hat) cannot be b if we fit a line which points are P1, P2, P3 instead of b1, b2, b3 or [1 2 2]_t?" osh80YCg_GM "16. Projection Matrices and Least Squares" "MIT 18.06 Linear Algebra, Spring 2005" 3236.0 0.0 1.0 0.0
"great professor, He is really teaching something compared with my professor who only knows repeating the textbook." 8o5Cmfpeo6g "6. Column Space and Nullspace" "MIT 18.06 Linear Algebra, Spring 2005" 12998.0 0.0 0.0 0.0
"Awesome video. Using it to get ahead for fall!  Thank you for providing this to the public. In the age of the internet, knowledge is as cheap as the wifi!" VPZD_aij8H0 "1. Introduction to Statistics" "MIT 18.650 Statistics for Applications, Fall 2016" 2776.0   
"Where can I find the detail solutions of other problem set ???" U1EcnfTKXJ0 "Lec 7: Review | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 11659.0 0.0 1.0 0.0
"What happens when the eigenvalues are complex?  It doesn't seem like the QR method would converge as all the numbers resulting from this method would be real." d32WV1rKoVk "12. Computing Eigenvalues and Singular Values" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 11500.0 0.0 1.0 0.0
"Thank you so much ! But what if x and y (the observation) are continuous ?" H_k1w3cfny8 "10. Continuous Bayes' Rule; Derived Distributions" "6.041 Probabilistic Systems Analysis and Applied Probability" 9343.0 0.0 1.0 0.0
"I saw something, that i have never seen before ." Y_Ac6KiQ1t0 "15. Projections onto Subspaces" "MIT 18.06 Linear Algebra, Spring 2005" 5956.0 0.0 0.0 0.0
"""the apparition just wanted to be sure that we got the right answer..""  MIT is super cool XD" 23LLB9mNJvc "19. Determinant Formulas and Cofactors" "MIT 18.06 Linear Algebra, Spring 2005" 177.0 0.0 0.0 0.0
"I hope that'll help me pass my linear algebra exam" Ts3o2I8_Mxc "30. Linear Transformations and Their Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 5590.0 0.0 0.0 0.0
"What kind of chalk is being used?     And what is the stick diameter? " ryLdyDrBfvI "Lec 2 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 11548.0 1.0 0.0 0.0
"I'm not sure why I'm even watching this, but in the beginning, the professor dotted an e. :P" PNTnmH6jsRI "Lec 35 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 6358.0 0.0 0.0 0.0
"He is a legend!" lGGDIGizcQ0 "24. Markov Matrices; Fourier Series" "MIT 18.06 Linear Algebra, Spring 2005" 4502.0 0.0 0.0 0.0
"This course helps me a lot. Thank you, MIT!" FX4C-JpTFgY "3. Multiplication and Inverse Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 10489.0 0.0 0.0 0.0
"Complete waste of time" cdZnhQjJu4I "21. Eigenvalues and Eigenvectors" "MIT 18.06 Linear Algebra, Spring 2005" 3178.0 0.0 0.0 0.0
"A question: Did you guys study this in your highschool too?" ryLdyDrBfvI "Lec 2 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 2149.0 0.0 0.0 0.0
"I'm a physics student and we take a lot of linear algebra classes. The lectures and the literature we get is, for me, just gibberish because our professor rarely dares to step out of the comfort zone and teach linear algebra in such an intuitive way like Prof. Gilbert Strang does. These lectures helped me so much and they're an underlying reason why I can not only understand the basics of linear algebra now, but appreciate the beauty of it too. Thank you, Professor. " RWvi4Vx4CDc "34. Final Course Review" "MIT 18.06 Linear Algebra, Spring 2005" 6300.0 0.0 0.0 1.0
Genius! M0Sa8fLOajA "26. Complex Matrices; Fast Fourier Transform" "MIT 18.06 Linear Algebra, Spring 2005" 3999.0 0.0 0.0 0.0
"why did he plug the values of Qo in the equation (x+2y+4z) it does not make  any sense !" 57jzPlxf4fk "Lec 5: Parametric equations for lines and curves | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 15298.0 0.0 1.0 0.0
"god but change g to j and d to hn" 3eiio3Tw7UQ "19. Weak Law of Large Numbers" "6.041 Probabilistic Systems Analysis and Applied Probability" 12930.0 0.0 0.0 0.0
"Awesome explanations!" Pd2xP5zDsRw "Lec 20 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 2758.0 0.0 0.0 0.0
"40:50 
is the best plot twist awesomee" nHlE7EgJFds "10. The Four Fundamental Subspaces" "MIT 18.06 Linear Algebra, Spring 2005" 1138.0 0.0 0.0 0.0
"should be the legend" Go2aLo7ZOlU "33. Left and Right Inverses; Pseudoinverse" "MIT 18.06 Linear Algebra, Spring 2005" 14295.0 0.0 0.0 0.0
Check! J7DzL2_Na80 "1. The Geometry of Linear Equations" "MIT 18.06 Linear Algebra, Spring 2005" 3146.0 0.0 0.0 0.0
"Least square approximation" osh80YCg_GM "16. Projection Matrices and Least Squares" "MIT 18.06 Linear Algebra, Spring 2005" 7257.0 0.0 0.0 0.0
"He says 'This guy' when referring to a vector. God help his students......" yjBerM5jWsc "9. Independence, Basis, and Dimension" "MIT 18.06 Linear Algebra, Spring 2005" 4601.0 0.0 0.0 0.0
"Im just gonna write this for ppl like me 

if you are like me(didn't finish high school yet(first year)) you will have to put some effort in studying this u gotta search for some basics u may not have been taught yet and it will take a lot of time to search alot but just try and take the reason you are studying this that early as a motivation cuaze some stuff will be so frustrating and hard to understand cuaze u haven't mastered some basics yet but ik for sure it's worth 

for me Im studying this to learn machine learning and some stuff i wanna also do physics engines and stuff like that to help people and i found that everything i wanna do is related to linear algebra and once i get it and get deep into it i can do whatever i want just by some basic research 

Trust me it's hard but worth❤" nHlE7EgJFds "10. The Four Fundamental Subspaces" "MIT 18.06 Linear Algebra, Spring 2005" 6574.0 0.0 0.0 0.0
"A mathematician with Great sense of Humour. Mr. Strang !" nHlE7EgJFds "10. The Four Fundamental Subspaces" "MIT 18.06 Linear Algebra, Spring 2005" 2140.0 0.0 0.0 0.0
"Can anyone tell me what was the purpose of giving '0' and '1' to free variables in order? Thank you!" VqP2tREMvt0 "7. Solving Ax = 0: Pivot Variables, Special Solutions" "MIT 18.06 Linear Algebra, Spring 2005" 3046.0 0.0 1.0 0.0
